country_name,channel_name,fiscal_year,constant_amount
World,"Chemonics International, Inc.",2019,392041556
Afghanistan,U.S. Government - Department of State,2015,419547838
Germany,U.S. Government - Other,1948,3469565217
France,U.S. Government - Other,1953,3045836516
Vietnam (former South),U.S. Government - Other,1968,2275428571
Afghanistan,U.S. Government - Department of Defense,2005,502151354
Afghanistan,U.S. Government - Department of Defense,2005,502151354
Panama,U.S. Government - Other,1990,689511134
Italy,U.S. Government - Other,1950,3378516624
India,U.S. Government - Other,1963,2540089801
Afghanistan,U.S. Government - Department of Defense,2009,457832070
Afghanistan,U.S. Government - Department of Defense,2009,457832070
World,U.S. Government - Other,1982,894673151
Iraq,Enterprise - United States Other,2004,513823683
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2008,460536842
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2008,460536842
Panama,U.S. Government - Other,1990,683397704
World,U.S. Government - Department of Health and Human Services,2012,432885506
World,U.S. Government - Department of Health and Human Services,2012,432885506
World,U.S. Government - Department of Health and Human Services,2013,424620383
World,U.S. Government - Department of Health and Human Services,2013,424620383
Vietnam (former South),U.S. Government - Other,1968,2238857143
World,U.S. Government - Other,1985,792002835
Italy,U.S. Government - Other,1952,3031493002
Japan,U.S. Government - Other,1949,3269974769
Iraq,U.S. Government - Department of Defense,2008,454420036
Iraq,U.S. Government - Department of Defense,2008,454420036
Vietnam (former South),U.S. Government - Other,1971,1914567901
Vietnam (former South),U.S. Government - Other,1972,1823668081
Eurasia Region,U.S. Government - Other,1997,571758177
Netherlands,U.S. Government - Other,1951,3123867314
World,U.S. Government - Other,1975,1474971341
Vietnam (former South),U.S. Government - Other,1972,1816124470
World,Partnership for Supply Chain Management,2011,432761650
Jordan,U.S. Government - Department of Defense,2015,404157044
Jordan,U.S. Government - Department of Defense,2015,404157044
Jordan,Government of Jordan,2013,415899491
Jordan,Government of Jordan,2013,415899491
Vietnam (former South),U.S. Government - Other,1971,1895802469
Spain,U.S. Government - Department of Defense,1986,758169935
World,U.S. Government - Other,1985,770554881
Russia,U.S. Government - Department of Energy,2005,480498608
World,U.S. Government - Department of Health and Human Services,2014,399309392
Netherlands,U.S. Government - Other,1949,3156433978
Japan,U.S. Government - Other,1948,3262608696
World,U.S. Government - Other,1981,898560368
Pakistan,U.S. Government - Department of Defense,2011,417349647
World,U.S. Government - Department of Health and Human Services,2006,454935622
World,U.S. Government - Department of Health and Human Services,2006,454935622
World,U.S. Government - Department of State,2011,416542695
World,U.S. Government - Department of Health and Human Services,2005,468235890
World,U.S. Government - Department of Health and Human Services,2005,468235890
World,U.S. Government - Department of Health and Human Services,2013,400244774
World,U.S. Government - Department of Health and Human Services,2013,400244774
World,U.S. Government - Department of Health and Human Services,2016,384076949
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2007,439015683
Italy,U.S. Government - Other,1951,2965453074
World,U.S. Government - Other,1959,2467050505
Vietnam (former South),U.S. Government - Other,1970,1898806435
World,U.S. Government - Other,1971,1804938272
Cambodia,U.S. Government - Department of Defense,1974,1539287521
Korea Republic,U.S. Government - Other,1957,2567253521
World,U.S. Government - Department of Health and Human Services,2007,434087382
World,U.S. Government - Department of Health and Human Services,2007,434087382
World,U.S. Government - Department of Health and Human Services,2008,425295906
World,U.S. Government - Department of Health and Human Services,2008,425295906
Afghanistan,Afghanistan Reconstruction Trust Fund,2015,378962839
Vietnam (former South),U.S. Government - Other,1970,1873378308
India,U.S. Government - Other,1965,2243310516
Afghanistan,Afghanistan Reconstruction Trust Fund,2012,396253695
Afghanistan,Afghanistan Reconstruction Trust Fund,2012,396253695
Haiti,U.S. Government - Department of Defense,2010,409615958
Israel,Government of Israel,2005,451936219
Israel,Government of Israel,2005,451936219
Iraq,Enterprise - United States Other,2003,475413532
World,U.S. Government - Other,1987,688084076
El Salvador,U.S. Government - Other,1985,719106926
Iraq,International Relief and Development,2007,422585651
Iraq,U.S. Government - Department of State,2010,405059631
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2008,412836257
Western Europe Region,U.S. Government - Other,1951,2849514563
Iraq,Enterprise - United States Other,2004,459050600
Tanzania,U.S. Government - Millennium Challenge Corporation,2008,411585965
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2005,445067739
World,U.S. Government - Other,1988,659146181
World,Partnership for Supply Chain Management,2014,371865703
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2014,371859336
Iraq,Enterprise - United States Other,2003,466737882
Taiwan,U.S. Government - Other,1955,2613333333
World,U.S. Government - Department of Health and Human Services,2011,391843111
World,U.S. Government - Department of Health and Human Services,2011,391843111
Afghanistan,U.S. Government - Department of State,2012,384237534
Middle East and North Africa Region,United Nations Relief and Works Agency,2017,355843890
World,U.S. Government - Other,1975,1329384792
World,U.S. Government - Other,1973,1569105691
Philippines,U.S. Government - Other,1989,624984671
World,U.S. Government - Other,1986,685284215
Taiwan,U.S. Government - Other,1949,2898233810
Philippines,U.S. Government - Other,1986,682360864
Israel,U.S. Government - Other,1975,1316392816
Afghanistan,Afghanistan Reconstruction Trust Fund,2018,344314589
Greece,U.S. Government - Department of Defense,1987,664471135
Turkey,U.S. Government - Department of Defense,1982,775842570
Burundi,United Nations Office of the United Nations High Commissioner for Refugees,2016,356562305
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2017,349581120
Turkey,U.S. Government - Department of Defense,1989,614517583
World,U.S. Government - Other,1984,712690940
World,U.S. Government - Other,1983,737592111
World,U.S. Government - Department of State,2004,443451376
Colombia,U.S. Government - Department of State,2011,381347236
Afghanistan,Afghanistan Reconstruction Trust Fund,2016,352740776
Sudan (former),U.S. Government - Department of State,2007,404679480
Colombia,U.S. Government - Department of State,2015,354664123
World,U.S. Government - Other,1970,1752464971
India,U.S. Government - Other,1964,2135528816
Russia,U.S. Government - Department of Energy,2005,426347760
Netherlands,U.S. Government - Other,1952,2606454121
Pakistan,U.S. Government - Department of Defense,2011,376489099
Vietnam (former South),U.S. Government - Other,1974,1409359191
Pakistan,U.S. Government - Other,1988,626759242
Vietnam (former South),U.S. Government - Other,1974,1405564924
Central America Region,U.S. Government - Department of State,2015,349921561
Turkey,U.S. Government - Other,1954,2515094340
Colombia,U.S. Government - Department of State,2012,364340715
Afghanistan,Government of Afghanistan,2015,346420323
Colombia,U.S. Government - Department of State,2004,430308318
World,U.S. Government - Department of Health and Human Services,2017,336197599
Turkey,U.S. Government - Department of Defense,1995,503375786
Philippines,U.S. Government - Other,1991,550100790
Korea Republic,U.S. Government - Other,1956,2387874361
Afghanistan,U.S. Government - Department of Defense,2010,372972601
Afghanistan,U.S. Government - Department of Defense,2010,372972601
Jordan,Multilateral - United Nations Organization Redacted,2015,341442197
Pakistan,U.S. Government - Department of Defense,1985,658161199
Israel,U.S. Government - Other,1975,1239969431
United Kingdom,U.S. Government - Other,1949,2714045416
Korea Republic,U.S. Government - Other,1956,2351351351
Belgium,U.S. Government - Other,1951,2599134304
Vietnam (former South),U.S. Government - Other,1955,2398501873
Vietnam (former South),U.S. Government - Other,1955,2398501873
Greece,U.S. Government - Department of Defense,1989,577096483
Greece,U.S. Government - Department of Defense,1991,537544095
Greece,U.S. Government - Department of Defense,1992,524418224
Japan,U.S. Government - Other,1972,1508722301
Turkey,U.S. Government - Department of Defense,1996,482000301
World,U.S. Government - Other,1976tq,1109954908
Afghanistan,U.S. Government - Department of Defense,2011,359344797
Afghanistan,U.S. Government - Department of Defense,2011,359344797
Senegal,U.S. Government - Millennium Challenge Corporation,2010,365780695
Afghanistan,U.S. Government - Department of State,2013,345171707
Greece,U.S. Government - Department of Defense,1990,554321503
World,U.S. Government - Department of Health and Human Services,2004,413406364
World,U.S. Government - Department of Health and Human Services,2004,413406364
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2008,370734365
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2008,370734365
Jordan,Government of Jordan,2009,365360157
Jordan,Government of Jordan,2009,365360157
Greece,U.S. Government - Department of Defense,1993,504403523
Iraq,U.S. Government - Department of Interior,2009,364203954
Afghanistan,U.S. Government - Department of Defense,2012,346957865
Afghanistan,U.S. Government - Department of Defense,2012,346957865
Vietnam (former South),U.S. Government - Other,1969,1716939891
Philippines,U.S. Government - Other,1990,545457550
Vietnam (former South),U.S. Government - Other,1973,1415537489
Greece,U.S. Government - Department of Defense,1988,587352224
Russia,U.S. Government - Department of Energy,2006,383323115
Pakistan,U.S. Government - Department of Defense,1987,605385509
Vietnam (former South),U.S. Government - Other,1973,1410569106
France,U.S. Government - Other,1948,2708695652
Pakistan,U.S. Government - Department of Defense,1986,616013072
World,U.S. Government - Other,1968,1777142857
Iraq,Enterprise - United States Other,2004,405202139
World,U.S. Government - Other,1991,521629431
Iraq,Enterprise - United States Other,2003,413940446
Eurasia Region,U.S. Government - Other,1998,449592165
Korea Republic,U.S. Government - Other,1957,2152816901
Italy,U.S. Government - Other,1948,2647826087
Jordan,U.S. Government - Department of Defense,2005,385158188
Jordan,U.S. Government - Department of Defense,2005,385158188
United Kingdom,U.S. Government - Other,1952,2363141524
West Bank/Gaza,United Nations Relief and Works Agency,2016,315870425
World,U.S. Government - Other,1977,1007997334
Mexico,U.S. Government - Department of State,2014,319973439
Korea Republic,U.S. Government - Other,1955,2253183521
Philippines,U.S. Government - Other,1986,594672212
Egypt,Government of Egypt,2004,391337903
France,U.S. Government - Other,1946,3167898627
Afghanistan,Afghanistan Reconstruction Trust Fund,2012,330906684
